         685164 function calls (671689 primitive calls) in 0.511 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _factories.py:4(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:45(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:55(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:63(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:339(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       44    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
        1    0.000    0.000    0.010    0.010 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:683(TooHardError)
        1    0.000    0.000    0.000    0.000 _internal.py:686(AxisError)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:480(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:48(LayoutBox)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       19    0.000    0.000    0.000    0.000 _methods.py:45(_all)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1366(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1576(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:663(_result)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.009    0.009 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:67(destroy_all)
        1    0.000    0.000    0.036    0.036 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 _subplots.py:203(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:218(<genexpr>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        2    0.000    0.000    0.002    0.001 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       29    0.000    0.000    0.001    0.000 abc.py:125(__new__)
       15    0.000    0.000    0.000    0.000 abc.py:130(register)
      385    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
    76/22    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       63    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 add.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add.py:19(_addsort)
        1    0.000    0.000    0.000    0.000 add.py:72(Add)
        1    0.000    0.000    0.000    0.000 add.py:78(flatten)
        1    0.000    0.000    0.065    0.065 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjoint.py:9(Adjoint)
        1    0.000    0.000    0.001    0.001 afm.py:38(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:390(AFM)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:14(AlgebraicField)
        1    0.000    0.000    0.000    0.000 alphabets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 approximation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1239(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:661(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:689(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:742(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:751(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:842(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:972(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:999(_CountAction)
        1    0.000    0.000    0.000    0.000 arrayop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1109(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1122(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1132(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1161(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1168(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1176(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1234(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1239(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1249(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1286(StructureFormat)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1506(set_string_function)
        2    0.000    0.000    0.000    0.000 arrayprint.py:440(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(decorating_function)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:953(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:960(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.005    0.005 artist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:1088(ArtistInspector)
       12    0.000    0.000    0.003    0.000 artist.py:1094(__init__)
       12    0.000    0.000    0.003    0.000 artist.py:1114(get_aliases)
       12    0.000    0.000    0.001    0.000 artist.py:1125(<listcomp>)
      410    0.001    0.000    0.013    0.000 artist.py:1142(get_valid_values)
       12    0.002    0.000    0.014    0.001 artist.py:1179(_get_setters_and_targets)
      451    0.000    0.000    0.001    0.000 artist.py:1204(_replace_path)
        1    0.000    0.000    0.001    0.001 artist.py:1217(get_setters)
        1    0.000    0.000    0.000    0.000 artist.py:1223(<listcomp>)
     1592    0.000    0.000    0.001    0.000 artist.py:1225(is_alias)
      410    0.000    0.000    0.000    0.000 artist.py:1235(aliased_name)
       11    0.000    0.000    0.027    0.002 artist.py:1268(pprint_setters)
       11    0.000    0.000    0.030    0.003 artist.py:1511(kwdoc)
       22    0.000    0.000    0.000    0.000 artist.py:32(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:69(Artist)
        1    0.000    0.000    0.001    0.001 ask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ask.py:1027(integer_elements)
        1    0.000    0.000    0.000    0.000 ask.py:1046(real_elements)
        1    0.000    0.000    0.000    0.000 ask.py:1065(complex_elements)
        1    0.000    0.000    0.000    0.000 ask.py:128(extended_real)
       36    0.000    0.000    0.000    0.000 ask.py:1323(register_handler)
        1    0.000    0.000    0.000    0.000 ask.py:152(imaginary)
        1    0.000    0.000    0.000    0.000 ask.py:180(complex)
        1    0.000    0.000    0.000    0.000 ask.py:208(algebraic)
        1    0.000    0.000    0.000    0.000 ask.py:248(integer)
        1    0.000    0.000    0.000    0.000 ask.py:272(rational)
        1    0.000    0.000    0.000    0.000 ask.py:299(irrational)
        1    0.000    0.000    0.000    0.000 ask.py:31(AssumptionKeys)
        1    0.000    0.000    0.000    0.000 ask.py:328(finite)
        1    0.000    0.000    0.000    0.000 ask.py:36(hermitian)
        1    0.000    0.000    0.000    0.000 ask.py:395(positive)
        1    0.000    0.000    0.000    0.000 ask.py:433(negative)
        1    0.000    0.000    0.000    0.000 ask.py:471(zero)
        1    0.000    0.000    0.000    0.000 ask.py:497(nonzero)
        1    0.000    0.000    0.000    0.000 ask.py:53(antihermitian)
        1    0.000    0.000    0.000    0.000 ask.py:537(nonpositive)
        1    0.000    0.000    0.000    0.000 ask.py:570(nonnegative)
        1    0.000    0.000    0.000    0.000 ask.py:603(even)
        1    0.000    0.000    0.000    0.000 ask.py:627(odd)
        1    0.000    0.000    0.000    0.000 ask.py:650(prime)
        1    0.000    0.000    0.000    0.000 ask.py:677(composite)
        1    0.000    0.000    0.000    0.000 ask.py:701(commutative)
        1    0.000    0.000    0.000    0.000 ask.py:71(real)
